loan_id,customer_id,branch_id,loan_type,loan_amount,tenure_months,interest_rate,disbursement_date,loan_status
LN008073,CUST02511,BR013,Personal Loan,245000,36,18.93,2023-08-27,Closed
LN008074,CUST05939,BR028,Personal Loan,53000,48,22.82,2022-07-23,Active
LN008075,CUST07770,BR024,Personal Loan,1165000,36,23.16,2023-06-12,Active
LN008076,CUST04816,BR023,Personal Loan,190000,36,18.57,2023-06-08,Active
LN008077,CUST00961,BR036,Personal Loan,66000,24,19.26,2021-07-13,Active
LN008078,CUST04827,BR035,Personal Loan,381000,24,16.2,2023-03-22,Active
LN008079,CUST03397,BR013,Personal Loan,454000,48,23.64,2022-10-15,Active
LN008080,CUST05504,BR017,Two-Wheeler Loan,1265000,36,14.37,2023-11-19,Closed
LN008081,CUST07957,BR022,Personal Loan,842000,48,18.91,2023-05-21,Closed
LN008082,CUST06038,BR012,Consumer Durable,164000,18,19.5,2023-11-16,Closed
LN008083,CUST00419,BR020,Personal Loan,1448000,60,22.49,2021-02-19,Active
LN008084,CUST05672,BR001,Two-Wheeler Loan,29000,60,13.67,2022-09-21,Active
LN008085,CUST02000,BR003,Personal Loan,1057000,36,20.81,2023-01-06,Active
LN008086,CUST01157,BR040,Personal Loan,866000,24,18.3,2022-03-12,Active
LN008087,CUST02778,BR011,Personal Loan,40000,24,20.78,2023-04-04,Active
LN008088,CUST05202,BR028,Personal Loan,1293000,12,18.09,2021-05-29,Active
LN008089,CUST06624,BR039,Personal Loan,323000,12,12.99,2023-12-29,Closed
LN008090,CUST04400,BR007,Personal Loan,36000,48,15.15,2022-09-29,Active
LN008091,CUST04247,BR022,Personal Loan,176000,18,17.82,2022-02-17,Closed
LN008092,CUST06885,BR036,Personal Loan,50000,48,17.9,2021-10-31,Written-Off
LN008093,CUST06516,BR039,Consumer Durable,49000,48,21.55,2023-10-26,Closed
LN008094,CUST03723,BR018,Consumer Durable,1356000,36,23.4,2023-08-05,Closed
LN008095,CUST02803,BR038,Two-Wheeler Loan,550000,60,22.99,2023-04-21,Active
LN008096,CUST02457,BR024,Personal Loan,306000,60,18.28,2021-11-10,Closed
LN008097,CUST01538,BR011,Consumer Durable,81000,48,20.81,2023-06-27,Written-Off
LN008098,CUST02141,BR024,Two-Wheeler Loan,117000,24,15.03,2023-04-05,Active
LN008099,CUST07819,BR019,Two-Wheeler Loan,228000,60,10.84,2023-07-02,Written-Off
LN008100,CUST00303,BR021,Two-Wheeler Loan,292000,24,15.25,2021-05-26,Active
LN008101,CUST04273,BR033,Personal Loan,191000,12,16.72,2023-06-27,Closed
LN008102,CUST06305,BR031,Personal Loan,962000,60,14.7,2021-06-13,Active
LN008103,CUST02842,BR005,Consumer Durable,1372000,48,23.41,2021-11-27,Active
LN008104,CUST00339,BR001,Personal Loan,129000,12,13.4,2023-11-01,Active
LN008105,CUST06462,BR010,Personal Loan,753000,18,19.16,2022-01-19,Written-Off
LN008106,CUST07830,BR008,Two-Wheeler Loan,358000,12,10.66,2021-11-02,Active
LN008107,CUST07533,BR019,Two-Wheeler Loan,41000,12,21.17,2021-09-14,Written-Off
LN008108,CUST00689,BR033,Personal Loan,56000,24,10.89,2022-12-10,Active
LN008109,CUST05519,BR015,Personal Loan,99000,12,19.93,2023-09-05,Active
LN008110,CUST01337,BR021,Personal Loan,1456000,24,16.08,2022-12-21,Active
LN008111,CUST06762,BR027,Consumer Durable,47000,12,12.24,2023-12-09,Closed
LN008112,CUST02377,BR040,Consumer Durable,173000,18,12.98,2023-01-11,Active
LN008113,CUST03056,BR025,Two-Wheeler Loan,239000,36,14.11,2023-09-04,Closed
LN008114,CUST05651,BR001,Personal Loan,1248000,36,16.53,2021-12-22,Active
LN008115,CUST06953,BR039,Personal Loan,419000,18,12.34,2023-05-11,Active
LN008116,CUST00720,BR031,Two-Wheeler Loan,236000,12,23.47,2021-11-27,Active
LN008117,CUST06850,BR039,Personal Loan,1043000,12,15.58,2021-04-26,Written-Off
LN008118,CUST01692,BR009,Personal Loan,63000,48,14.84,2022-05-22,Active
LN008119,CUST06669,BR014,Personal Loan,1422000,36,21.39,2022-04-13,Closed
LN008120,CUST06047,BR012,Personal Loan,95000,48,10.9,2022-10-17,Active
LN008121,CUST00771,BR029,Personal Loan,78000,24,19.89,2022-07-22,Active
LN008122,CUST00220,BR025,Two-Wheeler Loan,149000,24,17.43,2021-03-03,Closed
LN008123,CUST05261,BR007,Personal Loan,599000,48,18.96,2022-04-30,Active
LN008124,CUST00418,BR017,Two-Wheeler Loan,52000,24,18.11,2022-09-30,Closed
LN008125,CUST03043,BR013,Personal Loan,1447000,24,22.67,2022-12-31,Active
LN008126,CUST06659,BR003,Personal Loan,594000,18,12.29,2021-11-04,Active
LN008127,CUST03438,BR028,Consumer Durable,153000,24,11.99,2023-07-22,Closed
LN008128,CUST07865,BR025,Consumer Durable,1062000,18,15.88,2022-10-06,Closed
LN008129,CUST04739,BR009,Personal Loan,305000,48,14.62,2023-07-09,Active
LN008130,CUST05788,BR012,Two-Wheeler Loan,29000,60,16.94,2022-03-04,Closed
LN008131,CUST00268,BR040,Consumer Durable,51000,36,20.34,2021-09-12,Active
LN008132,CUST02663,BR012,Personal Loan,1002000,48,11.89,2023-05-02,Active
LN008133,CUST01219,BR027,Personal Loan,1487000,18,19.42,2022-06-19,Closed
LN008134,CUST07178,BR013,Personal Loan,471000,18,11.29,2021-08-07,Written-Off
LN008135,CUST04918,BR035,Personal Loan,115000,24,16.36,2021-02-11,Written-Off
LN008136,CUST03088,BR014,Personal Loan,241000,18,11.52,2022-02-18,Active
LN008137,CUST07596,BR013,Personal Loan,478000,60,17.31,2023-03-31,Closed
LN008138,CUST02679,BR018,Personal Loan,443000,60,11.44,2022-01-06,Active
LN008139,CUST07102,BR023,Personal Loan,478000,60,17.94,2021-04-26,Active
LN008140,CUST06061,BR040,Personal Loan,426000,18,17.71,2023-04-01,Closed
LN008141,CUST05499,BR014,Personal Loan,648000,36,20.71,2022-04-11,Active
LN008142,CUST02036,BR040,Personal Loan,319000,36,17.74,2021-02-07,Active
LN008143,CUST00581,BR016,Personal Loan,736000,48,18.57,2023-11-21,Closed
LN008144,CUST00647,BR012,Personal Loan,494000,48,15.57,2023-12-14,Active
LN008145,CUST03756,BR020,Personal Loan,882000,48,12.42,2023-07-15,Closed
LN008146,CUST07966,BR016,Personal Loan,481000,36,19.08,2023-08-12,Closed
LN008147,CUST07448,BR029,Personal Loan,351000,48,10.7,2023-10-11,Active
LN008148,CUST05844,BR016,Consumer Durable,1376000,48,11.76,2021-11-21,Active
LN008149,CUST04467,BR016,Personal Loan,56000,24,18.67,2023-10-31,Active
LN008150,CUST06881,BR039,Personal Loan,1071000,24,10.55,2021-03-11,Active
LN008151,CUST02609,BR003,Personal Loan,1497000,12,16.66,2021-05-01,Closed
LN008152,CUST02365,BR015,Personal Loan,1041000,12,20.03,2021-03-14,Closed
LN008153,CUST02179,BR019,Personal Loan,203000,36,22.93,2023-11-16,Active
LN008154,CUST03972,BR002,Personal Loan,41000,18,23.8,2021-10-17,Active
LN008155,CUST04457,BR022,Personal Loan,52000,24,14.17,2022-04-16,Closed
LN008156,CUST06794,BR004,Consumer Durable,417000,48,16.69,2022-06-26,Active
LN008157,CUST06026,BR040,Consumer Durable,478000,60,18.61,2023-09-03,Active
LN008158,CUST01139,BR022,Two-Wheeler Loan,38000,60,10.66,2022-12-02,Active
LN008159,CUST06666,BR005,Personal Loan,375000,36,23.33,2021-09-18,Active
LN008160,CUST03090,BR016,Personal Loan,1097000,12,16.36,2021-08-22,Active
LN008161,CUST05877,BR013,Two-Wheeler Loan,580000,12,12.94,2021-05-02,Active
LN008162,CUST02771,BR019,Personal Loan,453000,18,22.07,2023-04-21,Active
LN008163,CUST03343,BR010,Two-Wheeler Loan,316000,18,15.87,2022-01-14,Written-Off
LN008164,CUST00873,BR039,Consumer Durable,154000,18,12.56,2022-10-18,Closed
LN008165,CUST07698,BR013,Personal Loan,863000,18,18.01,2022-03-13,Active
LN008166,CUST06704,BR019,Personal Loan,346000,24,23.59,2021-09-03,Active
LN008167,CUST03622,BR005,Consumer Durable,226000,60,20.88,2022-10-23,Active
LN008168,CUST07867,BR015,Personal Loan,1351000,60,12.06,2021-05-04,Written-Off
LN008169,CUST06063,BR011,Personal Loan,1250000,12,23.29,2023-01-03,Active
LN008170,CUST00006,BR018,Two-Wheeler Loan,798000,48,12.78,2023-08-23,Closed
LN008171,CUST04126,BR006,Consumer Durable,391000,24,16.41,2023-04-23,Active
LN008172,CUST00514,BR021,Consumer Durable,219000,24,14.97,2023-01-29,Active
LN008173,CUST03875,BR036,Personal Loan,189000,18,15.44,2023-05-31,Active
LN008174,CUST00691,BR019,Personal Loan,1305000,18,23.22,2022-06-20,Closed
LN008175,CUST00943,BR020,Personal Loan,84000,18,23.45,2022-06-04,Active
LN008176,CUST00963,BR003,Personal Loan,66000,36,11.62,2021-11-15,Active
LN008177,CUST01899,BR021,Personal Loan,81000,60,15.83,2023-05-10,Closed
LN008178,CUST00262,BR036,Consumer Durable,1301000,18,14.5,2023-10-21,Active
LN008179,CUST00747,BR015,Personal Loan,1191000,48,11.99,2022-03-17,Closed
LN008180,CUST05879,BR001,Personal Loan,413000,60,13.63,2022-03-03,Active
LN008181,CUST01004,BR034,Personal Loan,1432000,36,22.38,2021-10-01,Written-Off
LN008182,CUST06867,BR015,Personal Loan,82000,48,22.68,2021-03-14,Closed
LN008183,CUST04718,BR023,Personal Loan,82000,36,15.42,2022-12-04,Written-Off
LN008184,CUST05722,BR009,Personal Loan,165000,18,15.59,2022-09-16,Active
LN008185,CUST00965,BR012,Personal Loan,57000,18,22.82,2021-08-06,Active
LN008186,CUST07901,BR038,Consumer Durable,729000,60,13.64,2021-12-13,Written-Off
LN008187,CUST06102,BR003,Personal Loan,384000,24,17.05,2023-07-14,Active
LN008188,CUST07800,BR004,Two-Wheeler Loan,185000,18,16.09,2021-03-29,Active
LN008189,CUST00705,BR038,Personal Loan,217000,18,19.21,2023-02-27,Written-Off
LN008190,CUST07528,BR009,Personal Loan,80000,60,23.86,2023-03-09,Written-Off
LN008191,CUST06202,BR020,Personal Loan,1308000,18,23.58,2023-09-30,Active
LN008192,CUST07217,BR005,Personal Loan,363000,18,20.15,2021-09-06,Closed
LN008193,CUST06684,BR022,Personal Loan,1089000,48,14.45,2021-09-22,Active
LN008194,CUST00833,BR026,Personal Loan,504000,60,14.3,2021-09-24,Closed
LN008195,CUST06028,BR004,Personal Loan,60000,18,14.45,2023-02-07,Closed
LN008196,CUST04964,BR029,Personal Loan,243000,36,22.22,2022-01-04,Closed
LN008197,CUST02776,BR038,Personal Loan,1421000,12,16.59,2022-11-25,Closed
LN008198,CUST01316,BR023,Two-Wheeler Loan,59000,24,12.17,2022-04-30,Active
LN008199,CUST06597,BR015,Personal Loan,63000,48,14.79,2021-05-07,Closed
LN008200,CUST03133,BR009,Personal Loan,239000,36,22.33,2022-01-13,Active
LN008201,CUST06773,BR018,Consumer Durable,57000,48,19.85,2023-06-12,Active
LN008202,CUST04572,BR013,Two-Wheeler Loan,69000,12,10.52,2023-10-29,Closed
LN008203,CUST07011,BR010,Consumer Durable,77000,36,20.63,2023-06-20,Written-Off
LN008204,CUST04119,BR017,Personal Loan,34000,36,10.71,2023-06-01,Active
LN008205,CUST00553,BR025,Two-Wheeler Loan,774000,12,10.55,2023-06-02,Closed
LN008206,CUST06428,BR007,Personal Loan,47000,48,11.5,2023-08-15,Active
LN008207,CUST06856,BR014,Personal Loan,51000,12,18.75,2021-12-17,Active
LN008208,CUST02466,BR036,Consumer Durable,417000,60,13.4,2021-02-24,Active
LN008209,CUST00278,BR003,Personal Loan,542000,60,23.1,2023-02-26,Active
LN008210,CUST00843,BR011,Personal Loan,1489000,24,14.45,2021-02-07,Active
LN008211,CUST06163,BR003,Personal Loan,75000,12,12.29,2021-06-29,Written-Off
LN008212,CUST05826,BR006,Personal Loan,498000,12,12.61,2021-03-21,Active
LN008213,CUST01151,BR006,Personal Loan,1308000,24,14.19,2022-07-01,Closed
LN008214,CUST01279,BR010,Personal Loan,482000,12,23.6,2021-07-20,Active
LN008215,CUST03848,BR007,Two-Wheeler Loan,308000,36,18.11,2022-06-23,Active
LN008216,CUST03457,BR001,Personal Loan,1446000,60,12.99,2023-02-04,Closed
LN008217,CUST02560,BR015,Personal Loan,1135000,48,18.47,2021-07-16,Active
LN008218,CUST04180,BR031,Personal Loan,93000,48,15.36,2022-06-04,Closed
LN008219,CUST06144,BR010,Consumer Durable,40000,18,19.33,2023-07-08,Active
LN008220,CUST07763,BR004,Two-Wheeler Loan,25000,60,10.74,2021-02-05,Closed
LN008221,CUST00149,BR026,Personal Loan,504000,48,18.75,2022-12-29,Active
LN008222,CUST00270,BR003,Personal Loan,1306000,36,20.14,2022-10-31,Active
LN008223,CUST00526,BR035,Consumer Durable,32000,18,23.65,2023-08-28,Active
LN008224,CUST00389,BR002,Personal Loan,1182000,12,22.48,2023-03-28,Active
LN008225,CUST06261,BR040,Consumer Durable,68000,48,10.89,2023-01-06,Closed
LN008226,CUST04915,BR002,Personal Loan,59000,36,12.84,2023-08-19,Active
LN008227,CUST02454,BR009,Personal Loan,98000,24,22.04,2022-09-24,Active
LN008228,CUST07715,BR020,Consumer Durable,89000,48,18.43,2023-02-12,Active
LN008229,CUST02250,BR011,Two-Wheeler Loan,38000,36,14.6,2022-04-06,Closed
LN008230,CUST04450,BR026,Personal Loan,503000,18,22.49,2023-02-10,Closed
LN008231,CUST03718,BR007,Consumer Durable,39000,36,18.22,2023-12-16,Active
LN008232,CUST07769,BR013,Personal Loan,1476000,48,11.53,2022-04-15,Active
LN008233,CUST00096,BR001,Consumer Durable,521000,18,19.84,2021-09-25,Active
LN008234,CUST00359,BR023,Personal Loan,746000,48,22.1,2021-04-21,Active
LN008235,CUST02377,BR016,Personal Loan,490000,18,12.93,2021-05-11,Active
LN008236,CUST06841,BR038,Two-Wheeler Loan,1271000,36,19.49,2022-01-11,Closed
LN008237,CUST02818,BR034,Consumer Durable,250000,48,22.75,2022-04-09,Active
LN008238,CUST00364,BR031,Consumer Durable,39000,24,17.61,2023-01-31,Active
LN008239,CUST03288,BR030,Personal Loan,345000,12,16.02,2022-10-04,Closed
LN008240,CUST03381,BR033,Consumer Durable,220000,18,20.26,2023-10-12,Active
LN008241,CUST04770,BR007,Consumer Durable,35000,12,22.32,2022-08-24,Written-Off
LN008242,CUST06659,BR025,Consumer Durable,759000,48,21.29,2023-06-18,Closed
LN008243,CUST04852,BR003,Personal Loan,1297000,18,10.56,2021-11-02,Active
LN008244,CUST02937,BR034,Personal Loan,535000,48,21.4,2023-07-20,Closed
LN008245,CUST01145,BR024,Consumer Durable,73000,60,19.11,2021-07-04,Written-Off
LN008246,CUST06914,BR006,Personal Loan,77000,24,22.43,2022-02-23,Active
LN008247,CUST06294,BR015,Two-Wheeler Loan,817000,36,11.24,2021-09-11,Active
LN008248,CUST03209,BR021,Two-Wheeler Loan,312000,48,10.96,2022-08-01,Active
LN008249,CUST06758,BR020,Consumer Durable,433000,36,11.47,2021-02-10,Active
LN008250,CUST07555,BR013,Personal Loan,842000,18,17.9,2023-08-17,Active
LN008251,CUST07004,BR037,Consumer Durable,37000,18,19.61,2021-06-29,Active
LN008252,CUST03204,BR038,Consumer Durable,394000,48,10.75,2022-02-23,Closed
LN008253,CUST05075,BR001,Two-Wheeler Loan,291000,24,13.91,2022-02-27,Written-Off
LN008254,CUST07992,BR040,Personal Loan,33000,24,14.85,2021-04-30,Closed
LN008255,CUST00512,BR017,Personal Loan,783000,12,17.89,2023-11-18,Written-Off
LN008256,CUST00567,BR004,Personal Loan,264000,48,17.31,2023-10-15,Closed
LN008257,CUST00815,BR009,Personal Loan,1496000,36,20.59,2023-03-26,Active
LN008258,CUST01054,BR017,Personal Loan,342000,36,21.9,2022-03-13,Active
LN008259,CUST05840,BR018,Consumer Durable,718000,12,19.82,2023-05-20,Active
LN008260,CUST04912,BR014,Consumer Durable,78000,24,18.31,2023-11-08,Active
LN008261,CUST04002,BR022,Personal Loan,81000,24,15.65,2021-07-09,Active
LN008262,CUST02501,BR027,Personal Loan,44000,60,12.24,2023-02-07,Closed
LN008263,CUST00420,BR020,Consumer Durable,262000,24,22.28,2023-01-09,Active
LN008264,CUST07634,BR026,Personal Loan,36000,12,11.05,2022-01-10,Active
LN008265,CUST02179,BR028,Two-Wheeler Loan,61000,60,14.7,2023-05-18,Active
LN008266,CUST07479,BR018,Consumer Durable,91000,48,21.52,2022-01-11,Active
LN008267,CUST04511,BR021,Two-Wheeler Loan,637000,48,12.0,2022-09-05,Active
LN008268,CUST07517,BR012,Two-Wheeler Loan,658000,24,19.36,2023-01-30,Active
LN008269,CUST06572,BR031,Personal Loan,255000,18,19.07,2021-12-09,Written-Off
LN008270,CUST04390,BR007,Personal Loan,1267000,60,19.89,2021-12-06,Active
LN008271,CUST02448,BR007,Personal Loan,48000,48,17.0,2022-12-09,Closed
LN008272,CUST00335,BR022,Consumer Durable,1321000,12,18.18,2023-05-23,Active
LN008273,CUST02504,BR008,Personal Loan,1344000,18,18.86,2023-11-21,Closed
LN008274,CUST01633,BR024,Personal Loan,74000,18,23.12,2023-03-06,Active
LN008275,CUST06433,BR024,Personal Loan,300000,12,22.44,2023-01-08,Active
LN008276,CUST06241,BR002,Personal Loan,62000,36,22.59,2023-10-25,Active
LN008277,CUST06588,BR033,Personal Loan,415000,48,14.12,2021-04-13,Written-Off
LN008278,CUST00145,BR022,Personal Loan,785000,36,13.79,2021-05-30,Closed
LN008279,CUST05451,BR021,Personal Loan,1120000,48,13.32,2021-02-25,Closed
LN008280,CUST05493,BR026,Consumer Durable,1298000,12,15.25,2023-10-24,Closed
LN008281,CUST00296,BR009,Consumer Durable,73000,36,14.93,2022-10-30,Active
LN008282,CUST05323,BR013,Consumer Durable,291000,60,18.72,2021-07-04,Closed
LN008283,CUST00204,BR011,Personal Loan,76000,36,23.62,2023-05-19,Active
LN008284,CUST05854,BR015,Personal Loan,37000,48,15.5,2022-09-16,Written-Off
LN008285,CUST05427,BR018,Personal Loan,95000,60,22.79,2021-04-29,Active
LN008286,CUST02609,BR032,Personal Loan,536000,60,17.66,2022-10-28,Closed
LN008287,CUST07659,BR030,Two-Wheeler Loan,399000,60,16.71,2021-04-13,Closed
LN008288,CUST00118,BR030,Personal Loan,1147000,18,15.82,2022-10-04,Active
LN008289,CUST06635,BR035,Two-Wheeler Loan,25000,24,23.55,2023-09-08,Written-Off
LN008290,CUST00635,BR024,Consumer Durable,1370000,12,11.15,2021-11-27,Active
LN008291,CUST06115,BR030,Personal Loan,872000,12,14.15,2023-05-14,Closed
LN008292,CUST00337,BR038,Two-Wheeler Loan,259000,48,11.67,2021-04-09,Closed
LN008293,CUST03321,BR019,Personal Loan,371000,12,12.98,2022-06-04,Closed
LN008294,CUST03006,BR017,Personal Loan,308000,48,16.79,2023-06-28,Closed
LN008295,CUST01655,BR007,Personal Loan,100000,60,17.5,2022-08-17,Active
LN008296,CUST02677,BR016,Two-Wheeler Loan,398000,36,22.07,2022-12-05,Active
LN008297,CUST02592,BR036,Consumer Durable,31000,24,13.25,2022-09-03,Written-Off
LN008298,CUST07667,BR024,Personal Loan,100000,60,16.24,2021-12-14,Active
LN008299,CUST01348,BR024,Consumer Durable,1326000,18,17.35,2022-10-08,Active
LN008300,CUST04607,BR012,Personal Loan,39000,60,16.73,2021-10-04,Closed
LN008301,CUST07108,BR017,Personal Loan,162000,36,17.6,2023-06-13,Active
LN008302,CUST07977,BR018,Personal Loan,373000,18,21.58,2022-01-26,Active
LN008303,CUST07127,BR013,Personal Loan,155000,12,14.11,2022-05-18,Active
LN008304,CUST06553,BR013,Consumer Durable,145000,12,22.63,2023-05-11,Written-Off
LN008305,CUST05401,BR006,Personal Loan,1224000,36,22.81,2021-11-03,Active
LN008306,CUST07366,BR032,Two-Wheeler Loan,669000,18,17.38,2023-11-29,Closed
LN008307,CUST06461,BR027,Personal Loan,398000,60,20.48,2021-07-21,Closed
LN008308,CUST05206,BR029,Personal Loan,407000,18,15.77,2021-02-06,Active
LN008309,CUST07034,BR002,Personal Loan,1144000,36,21.04,2022-08-03,Active
LN008310,CUST00270,BR011,Personal Loan,704000,48,13.61,2023-07-28,Written-Off
LN008311,CUST04625,BR013,Personal Loan,90000,18,12.9,2023-06-08,Active
LN008312,CUST04039,BR013,Personal Loan,57000,18,15.74,2021-05-29,Active
LN008313,CUST07709,BR035,Personal Loan,1005000,36,13.94,2021-07-12,Active
LN008314,CUST05632,BR022,Personal Loan,91000,48,22.8,2021-02-08,Active
LN008315,CUST01882,BR007,Consumer Durable,28000,60,14.97,2021-01-23,Active
LN008316,CUST06821,BR025,Consumer Durable,495000,18,18.48,2021-07-25,Active
LN008317,CUST01058,BR018,Two-Wheeler Loan,556000,18,22.77,2023-12-20,Closed
LN008318,CUST02436,BR025,Personal Loan,65000,24,19.4,2021-10-10,Closed
LN008319,CUST02431,BR014,Two-Wheeler Loan,665000,12,20.54,2022-08-27,Closed
LN008320,CUST01357,BR012,Consumer Durable,991000,12,21.9,2022-08-25,Closed
LN008321,CUST03458,BR017,Personal Loan,81000,48,10.64,2023-03-14,Active
LN008322,CUST06151,BR019,Personal Loan,1453000,24,22.11,2022-12-19,Active
LN008323,CUST02036,BR036,Two-Wheeler Loan,63000,60,23.8,2022-06-19,Closed
LN008324,CUST02025,BR030,Personal Loan,579000,36,15.89,2021-01-29,Active
LN008325,CUST02403,BR037,Personal Loan,75000,18,14.56,2021-08-08,Closed
LN008326,CUST05117,BR016,Personal Loan,51000,24,17.42,2023-08-15,Active
LN008327,CUST00658,BR016,Personal Loan,1207000,60,21.32,2023-01-15,Active
LN008328,CUST02945,BR007,Personal Loan,201000,24,18.81,2022-12-12,Written-Off
LN008329,CUST03437,BR037,Two-Wheeler Loan,83000,12,21.56,2022-05-27,Active
LN008330,CUST07646,BR030,Personal Loan,599000,18,13.4,2023-03-29,Closed
LN008331,CUST05227,BR006,Personal Loan,62000,24,20.34,2021-01-07,Closed
LN008332,CUST01611,BR018,Personal Loan,54000,36,15.9,2021-03-13,Closed
LN008333,CUST04300,BR028,Consumer Durable,260000,36,22.51,2021-04-11,Closed
LN008334,CUST04839,BR015,Two-Wheeler Loan,232000,48,22.44,2022-10-08,Active
LN008335,CUST03662,BR036,Consumer Durable,80000,18,18.82,2023-05-20,Closed
LN008336,CUST01726,BR023,Consumer Durable,865000,18,15.23,2022-02-18,Active
LN008337,CUST04788,BR015,Consumer Durable,160000,24,13.56,2022-11-14,Closed
LN008338,CUST05558,BR003,Personal Loan,88000,12,13.03,2021-08-26,Written-Off
LN008339,CUST02883,BR025,Personal Loan,68000,18,17.86,2022-02-09,Closed
LN008340,CUST05850,BR005,Personal Loan,1480000,18,14.45,2022-12-08,Active
LN008341,CUST01580,BR038,Personal Loan,61000,36,22.37,2021-05-18,Closed
LN008342,CUST02139,BR021,Personal Loan,163000,36,22.61,2021-07-19,Closed
LN008343,CUST04587,BR017,Two-Wheeler Loan,43000,12,23.89,2021-07-06,Active
LN008344,CUST01841,BR023,Personal Loan,608000,48,14.37,2023-11-25,Closed
LN008345,CUST01331,BR006,Consumer Durable,93000,12,18.43,2022-04-27,Active
LN008346,CUST01752,BR006,Consumer Durable,191000,48,16.99,2023-01-01,Active
LN008347,CUST02256,BR027,Personal Loan,652000,48,16.82,2023-09-03,Active
LN008348,CUST06843,BR039,Consumer Durable,46000,36,23.14,2022-02-06,Closed
LN008349,CUST01719,BR015,Two-Wheeler Loan,791000,60,18.22,2023-05-16,Active
LN008350,CUST00458,BR015,Personal Loan,75000,12,19.44,2022-11-20,Closed
LN008351,CUST04091,BR030,Consumer Durable,1041000,48,19.08,2022-11-08,Active
LN008352,CUST03352,BR034,Personal Loan,83000,12,15.74,2023-09-18,Written-Off
LN008353,CUST04948,BR020,Two-Wheeler Loan,312000,36,16.72,2022-05-28,Active
